L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,mul_cap,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value
3.50E-07,2.50E-06,2.00E-07,2,19,20,125,180,10,7.30E-09,9.78E-09,3.71E-05,78.03,1.85E+08,3.21E+06,1.87E+08,9.59E-04,49.43,1.58E+08
3.50E-07,2.50E-06,2.50E-07,2,19,20,125,225,10,7.47E-09,9.59E-09,2.96E-05,73.39,1.77E+08,2.90E+06,1.80E+08,9.59E-04,50.07,1.52E+08
3.50E-07,2.50E-06,3.00E-07,2,19,20,125,270,10,7.63E-09,9.54E-09,2.48E-05,67.81,1.67E+08,2.61E+06,1.69E+08,9.59E-04,50.54,1.41E+08
3.50E-07,2.50E-06,3.50E-07,2,19,20,125,315,10,7.78E-09,9.55E-09,2.16E-05,61.95,1.56E+08,2.37E+06,1.57E+08,9.59E-04,50.94,1.37E+08
3.50E-07,2.50E-06,4.00E-07,2,19,20,125,360,10,7.91E-09,9.57E-09,1.95E-05,56.32,1.46E+08,2.15E+06,1.47E+08,9.59E-04,51.29,1.27E+08
3.50E-07,2.50E-06,4.50E-07,2,19,20,125,404,10,8.02E-09,9.61E-09,1.79E-05,50.92,1.34E+08,1.95E+06,1.35E+08,9.59E-04,51.59,1.27E+08
3.50E-07,2.60E-06,2.00E-07,2,19,20.8,130,180,10,7.18E-09,9.69E-09,3.71E-05,78.19,1.91E+08,3.33E+06,1.92E+08,9.94E-04,49.37,1.64E+08
3.50E-07,2.60E-06,2.50E-07,2,19,20.8,130,225,10,7.34E-09,9.50E-09,2.96E-05,73.48,1.83E+08,2.99E+06,1.85E+08,9.94E-04,50.01,1.57E+08
3.50E-07,2.60E-06,3.00E-07,2,19,20.8,130,270,10,7.49E-09,9.45E-09,2.49E-05,67.81,1.73E+08,2.70E+06,1.75E+08,9.94E-04,50.49,1.52E+08
3.50E-07,2.60E-06,3.50E-07,2,19,20.8,130,315,10,7.64E-09,9.45E-09,2.17E-05,61.83,1.61E+08,2.44E+06,1.62E+08,9.94E-04,50.89,1.39E+08
3.50E-07,2.60E-06,4.00E-07,2,19,20.8,130,360,10,7.76E-09,9.47E-09,1.95E-05,56.01,1.51E+08,2.22E+06,1.52E+08,9.94E-04,51.24,1.37E+08
3.50E-07,2.60E-06,4.50E-07,2,19,20.8,130,404,10,7.87E-09,9.50E-09,1.79E-05,50.85,1.37E+08,2.00E+06,1.39E+08,9.94E-04,51.54,1.26E+08
3.50E-07,2.70E-06,2.00E-07,2,19,21.6,135,180,10,7.07E-09,9.62E-09,3.71E-05,78.31,1.97E+08,3.44E+06,1.97E+08,1.03E-03,49.31,1.69E+08
3.50E-07,2.70E-06,2.50E-07,2,19,21.6,135,225,10,7.22E-09,9.42E-09,2.97E-05,73.59,1.89E+08,3.08E+06,1.90E+08,1.03E-03,49.96,1.64E+08
3.50E-07,2.70E-06,3.00E-07,2,19,21.6,135,270,10,7.37E-09,9.36E-09,2.49E-05,67.81,1.79E+08,2.79E+06,1.81E+08,1.03E-03,50.44,1.57E+08
3.50E-07,2.70E-06,3.50E-07,2,19,21.6,135,315,10,7.51E-09,9.36E-09,2.17E-05,61.68,1.67E+08,2.51E+06,1.68E+08,1.03E-03,50.83,1.46E+08
3.50E-07,2.70E-06,4.00E-07,2,19,21.6,135,360,10,7.63E-09,9.37E-09,1.95E-05,55.92,1.54E+08,2.29E+06,1.54E+08,1.03E-03,51.19,1.43E+08
3.50E-07,2.70E-06,4.50E-07,2,19,21.6,135,404,10,7.73E-09,9.41E-09,1.80E-05,50.43,1.42E+08,2.07E+06,1.43E+08,1.03E-03,51.5,1.30E+08
3.50E-07,2.80E-06,2.00E-07,2,19,22.4,140,180,10,6.98E-09,9.56E-09,3.72E-05,78.52,2.01E+08,3.52E+06,2.01E+08,1.06E-03,49.26,1.76E+08
3.50E-07,2.80E-06,2.50E-07,2,19,22.4,140,225,10,7.13E-09,9.36E-09,2.97E-05,73.76,1.93E+08,3.14E+06,1.94E+08,1.06E-03,49.91,1.69E+08
3.50E-07,2.80E-06,3.00E-07,2,19,22.4,140,270,10,7.28E-09,9.29E-09,2.49E-05,67.28,1.80E+08,2.86E+06,1.82E+08,1.06E-03,50.39,1.63E+08
3.50E-07,2.80E-06,3.50E-07,2,19,22.4,140,315,10,7.42E-09,9.29E-09,2.17E-05,61.53,1.68E+08,2.57E+06,1.70E+08,1.06E-03,50.79,1.57E+08
3.50E-07,2.80E-06,4.00E-07,2,19,22.4,140,360,10,7.53E-09,9.30E-09,1.96E-05,55.8,1.57E+08,2.34E+06,1.58E+08,1.06E-03,51.15,1.46E+08
3.50E-07,2.80E-06,4.50E-07,2,19,22.4,140,404,10,7.63E-09,9.33E-09,1.80E-05,50.61,1.44E+08,2.12E+06,1.45E+08,1.06E-03,51.46,1.34E+08
3.50E-07,2.90E-06,2.00E-07,2,19,23.2,145,180,10,6.88E-09,9.49E-09,3.72E-05,78.64,2.06E+08,3.63E+06,2.08E+08,1.10E-03,49.21,1.81E+08
3.50E-07,2.90E-06,2.50E-07,2,19,23.2,145,225,10,7.02E-09,9.29E-09,2.97E-05,72.57,1.95E+08,3.25E+06,1.96E+08,1.10E-03,49.86,1.72E+08
3.50E-07,2.90E-06,3.00E-07,2,19,23.2,145,270,10,7.17E-09,9.22E-09,2.50E-05,67.27,1.85E+08,2.94E+06,1.87E+08,1.10E-03,50.34,1.69E+08
3.50E-07,2.90E-06,3.50E-07,2,19,23.2,145,315,10,7.30E-09,9.21E-09,2.18E-05,61.4,1.73E+08,2.65E+06,1.75E+08,1.10E-03,50.74,1.63E+08
3.50E-07,2.90E-06,4.00E-07,2,19,23.2,145,360,10,7.41E-09,9.22E-09,1.96E-05,55.74,1.60E+08,2.40E+06,1.60E+08,1.10E-03,51.1,1.55E+08
3.50E-07,2.90E-06,4.50E-07,2,19,23.2,145,404,10,7.51E-09,9.25E-09,1.80E-05,50.21,1.48E+08,2.19E+06,1.49E+08,1.10E-03,51.41,1.46E+08
3.75E-07,1.00E-06,2.00E-07,1,20,8,50,180,10,7.83E-09,1.00E-08,3.68E-05,80.19,1.64E+08,2.84E+06,1.66E+08,8.46E-04,49.53,1.35E+08
3.75E-07,1.00E-06,2.50E-07,1,20,8,50,225,10,8.02E-09,9.86E-09,2.93E-05,75.22,1.57E+08,2.55E+06,1.57E+08,8.46E-04,50.15,1.31E+08
3.75E-07,1.00E-06,3.00E-07,1,20,8,50,270,10,8.22E-09,9.84E-09,2.45E-05,70.26,1.49E+08,2.32E+06,1.51E+08,8.46E-04,50.6,1.23E+08
3.75E-07,1.00E-06,3.50E-07,1,20,8,50,315,10,8.42E-09,9.86E-09,2.13E-05,64.45,1.40E+08,2.10E+06,1.42E+08,8.46E-04,50.98,1.17E+08
3.75E-07,1.00E-06,4.00E-07,1,20,8,50,360,10,8.61E-09,9.90E-09,1.91E-05,58.69,1.30E+08,1.91E+06,1.31E+08,8.46E-04,51.32,1.07E+08
3.75E-07,1.00E-06,4.50E-07,1,20,8,50,404,10,8.80E-09,9.95E-09,1.75E-05,53.12,1.20E+08,1.74E+06,1.21E+08,8.46E-04,51.62,1.01E+08
3.75E-07,1.10E-06,2.00E-07,1,20,8.8,55,180,10,7.50E-09,9.78E-09,3.69E-05,80.68,1.78E+08,3.07E+06,1.80E+08,9.21E-04,49.4,1.48E+08
3.75E-07,1.10E-06,2.50E-07,1,20,8.8,55,225,10,7.68E-09,9.61E-09,2.94E-05,75.54,1.70E+08,2.77E+06,1.72E+08,9.21E-04,50.03,1.43E+08
3.75E-07,1.10E-06,3.00E-07,1,20,8.8,55,270,10,7.86E-09,9.57E-09,2.46E-05,69.73,1.60E+08,2.50E+06,1.60E+08,9.21E-04,50.49,1.36E+08
3.75E-07,1.10E-06,3.50E-07,1,20,8.8,55,315,10,8.04E-09,9.58E-09,2.13E-05,63.94,1.51E+08,2.28E+06,1.52E+08,9.21E-04,50.87,1.29E+08
3.75E-07,1.10E-06,4.00E-07,1,20,8.8,55,360,10,8.21E-09,9.61E-09,1.91E-05,58.03,1.40E+08,2.06E+06,1.42E+08,9.21E-04,51.22,1.17E+08
3.75E-07,1.10E-06,4.50E-07,1,20,8.8,55,404,10,8.38E-09,9.65E-09,1.75E-05,52.62,1.29E+08,1.87E+06,1.29E+08,9.21E-04,51.52,1.11E+08
3.75E-07,1.20E-06,2.00E-07,1,20,9.6,60,180,10,7.23E-09,9.59E-09,3.70E-05,81.23,1.91E+08,3.30E+06,1.92E+08,9.96E-04,49.28,1.61E+08
3.75E-07,1.20E-06,2.50E-07,1,20,9.6,60,225,10,7.39E-09,9.40E-09,2.95E-05,74.64,1.80E+08,2.98E+06,1.82E+08,9.96E-04,49.91,1.57E+08
3.75E-07,1.20E-06,3.00E-07,1,20,9.6,60,270,10,7.56E-09,9.34E-09,2.46E-05,69.16,1.70E+08,2.69E+06,1.72E+08,9.96E-04,50.38,1.48E+08
3.75E-07,1.20E-06,3.50E-07,1,20,9.6,60,315,10,7.72E-09,9.34E-09,2.14E-05,63.49,1.61E+08,2.43E+06,1.61E+08,9.96E-04,50.77,1.41E+08
3.75E-07,1.20E-06,4.00E-07,1,20,9.6,60,360,10,7.87E-09,9.37E-09,1.92E-05,57.47,1.50E+08,2.21E+06,1.51E+08,9.96E-04,51.11,1.28E+08
3.75E-07,1.20E-06,4.50E-07,1,20,9.6,60,404,10,8.02E-09,9.40E-09,1.76E-05,51.9,1.37E+08,2.00E+06,1.39E+08,9.96E-04,51.42,1.21E+08
3.75E-07,1.30E-06,2.00E-07,1,20,10.4,65,180,10,7.04E-09,9.46E-09,3.71E-05,79.62,1.97E+08,3.49E+06,1.97E+08,1.07E-03,49.17,1.70E+08
3.75E-07,1.30E-06,2.50E-07,1,20,10.4,65,225,10,7.19E-09,9.26E-09,2.95E-05,75.06,1.89E+08,3.12E+06,1.91E+08,1.07E-03,49.81,1.65E+08
3.75E-07,1.30E-06,3.00E-07,1,20,10.4,65,270,10,7.35E-09,9.19E-09,2.47E-05,69.42,1.79E+08,2.83E+06,1.81E+08,1.07E-03,50.29,1.57E+08
3.75E-07,1.30E-06,3.50E-07,1,20,10.4,65,315,10,7.50E-09,9.19E-09,2.14E-05,63.38,1.67E+08,2.55E+06,1.69E+08,1.07E-03,50.68,1.50E+08
3.75E-07,1.30E-06,4.00E-07,1,20,10.4,65,360,10,7.64E-09,9.21E-09,1.92E-05,57.39,1.56E+08,2.32E+06,1.57E+08,1.07E-03,51.03,1.36E+08
3.75E-07,1.30E-06,4.50E-07,1,20,10.4,65,404,10,7.78E-09,9.24E-09,1.76E-05,52.22,1.42E+08,2.10E+06,1.44E+08,1.07E-03,51.33,1.29E+08
3.75E-07,1.40E-06,2.00E-07,1,20,11.2,70,180,10,6.82E-09,9.31E-09,3.71E-05,79.97,2.09E+08,3.71E+06,2.11E+08,1.14E-03,49.05,1.82E+08
3.75E-07,1.40E-06,2.50E-07,1,20,11.2,70,225,10,6.96E-09,9.10E-09,2.96E-05,75.32,2.01E+08,3.32E+06,2.02E+08,1.14E-03,49.7,1.78E+08
3.75E-07,1.40E-06,3.00E-07,1,20,11.2,70,270,10,7.11E-09,9.02E-09,2.48E-05,68.77,1.87E+08,3.00E+06,1.89E+08,1.14E-03,50.18,1.69E+08
3.75E-07,1.40E-06,3.50E-07,1,20,11.2,70,315,10,7.25E-09,9.01E-09,2.15E-05,62.97,1.75E+08,2.72E+06,1.78E+08,1.14E-03,50.57,1.61E+08
3.75E-07,1.40E-06,4.00E-07,1,20,11.2,70,360,10,7.38E-09,9.02E-09,1.93E-05,57.03,1.65E+08,2.45E+06,1.66E+08,1.14E-03,50.93,1.46E+08
3.75E-07,1.40E-06,4.50E-07,1,20,11.2,70,404,10,7.50E-09,9.05E-09,1.77E-05,51.8,1.50E+08,2.24E+06,1.51E+08,1.14E-03,51.23,1.38E+08
3.75E-07,1.50E-06,2.00E-07,1,20,12,75,180,10,6.63E-09,9.19E-09,3.72E-05,80.35,2.20E+08,3.91E+06,2.23E+08,1.22E-03,48.93,1.95E+08
3.75E-07,1.50E-06,2.50E-07,1,20,12,75,225,10,6.76E-09,8.96E-09,2.97E-05,74.14,2.08E+08,3.52E+06,2.10E+08,1.22E-03,49.59,1.87E+08
3.75E-07,1.50E-06,3.00E-07,1,20,12,75,270,10,6.90E-09,8.88E-09,2.48E-05,68.79,1.98E+08,3.16E+06,1.98E+08,1.22E-03,50.07,1.81E+08
3.75E-07,1.50E-06,3.50E-07,1,20,12,75,315,10,7.03E-09,8.86E-09,2.16E-05,62.7,1.86E+08,2.87E+06,1.88E+08,1.22E-03,50.47,1.72E+08
3.75E-07,1.50E-06,4.00E-07,1,20,12,75,360,10,7.15E-09,8.87E-09,1.94E-05,56.78,1.72E+08,2.59E+06,1.74E+08,1.22E-03,50.83,1.63E+08
3.75E-07,1.50E-06,4.50E-07,1,20,12,75,404,10,7.26E-09,8.89E-09,1.77E-05,50.9,1.59E+08,2.36E+06,1.59E+08,1.22E-03,51.14,1.47E+08
3.75E-07,1.60E-06,2.00E-07,1,20,12.8,80,180,10,6.46E-09,9.08E-09,3.73E-05,80.73,2.31E+08,4.12E+06,2.34E+08,1.29E-03,48.82,2.08E+08
3.75E-07,1.60E-06,2.50E-07,1,20,12.8,80,225,10,6.58E-09,8.84E-09,2.98E-05,74.34,2.19E+08,3.71E+06,2.22E+08,1.29E-03,49.48,1.99E+08
3.75E-07,1.60E-06,3.00E-07,1,20,12.8,80,270,10,6.71E-09,8.75E-09,2.49E-05,68.8,2.09E+08,3.33E+06,2.11E+08,1.29E-03,49.97,1.92E+08
3.75E-07,1.60E-06,3.50E-07,1,20,12.8,80,315,10,6.83E-09,8.73E-09,2.16E-05,62.39,1.92E+08,3.01E+06,1.94E+08,1.29E-03,50.37,1.82E+08
3.75E-07,1.60E-06,4.00E-07,1,20,12.8,80,360,10,6.94E-09,8.73E-09,1.94E-05,56.16,1.81E+08,2.73E+06,1.83E+08,1.29E-03,50.73,1.74E+08
3.75E-07,1.60E-06,4.50E-07,1,20,12.8,80,404,10,7.04E-09,8.75E-09,1.78E-05,50.71,1.65E+08,2.47E+06,1.67E+08,1.29E-03,51.04,1.57E+08
3.75E-07,1.70E-06,2.00E-07,1,20,13.6,85,180,10,6.30E-09,8.99E-09,3.74E-05,81.18,2.43E+08,4.34E+06,2.44E+08,1.36E-03,48.7,2.20E+08
3.75E-07,1.70E-06,2.50E-07,1,20,13.6,85,225,10,6.42E-09,8.74E-09,2.98E-05,74.57,2.29E+08,3.88E+06,2.32E+08,1.36E-03,49.37,2.14E+08
3.75E-07,1.70E-06,3.00E-07,1,20,13.6,85,270,10,6.54E-09,8.64E-09,2.50E-05,68.12,2.14E+08,3.50E+06,2.17E+08,1.36E-03,49.87,2.00E+08
3.75E-07,1.70E-06,3.50E-07,1,20,13.6,85,315,10,6.66E-09,8.61E-09,2.17E-05,62.16,2.02E+08,3.14E+06,2.03E+08,1.36E-03,50.27,1.95E+08
3.75E-07,1.70E-06,4.00E-07,1,20,13.6,85,360,10,6.76E-09,8.61E-09,1.95E-05,56.12,1.87E+08,2.86E+06,1.89E+08,1.36E-03,50.64,1.83E+08
3.75E-07,1.70E-06,4.50E-07,1,20,13.6,85,404,10,6.85E-09,8.62E-09,1.79E-05,50.64,1.71E+08,2.60E+06,1.73E+08,1.36E-03,50.95,1.67E+08
3.75E-07,1.80E-06,2.00E-07,1,20,14.4,90,180,10,6.20E-09,8.92E-09,3.75E-05,81.64,2.52E+08,4.50E+06,2.52E+08,1.43E-03,48.61,2.28E+08
3.75E-07,1.80E-06,2.50E-07,1,20,14.4,90,225,10,6.31E-09,8.67E-09,2.99E-05,74.88,2.38E+08,4.01E+06,2.40E+08,1.43E-03,49.28,2.19E+08
3.75E-07,1.80E-06,3.00E-07,1,20,14.4,90,270,10,6.42E-09,8.56E-09,2.50E-05,68.29,2.22E+08,3.63E+06,2.25E+08,1.43E-03,49.78,2.12E+08
3.75E-07,1.80E-06,3.50E-07,1,20,14.4,90,315,10,6.53E-09,8.53E-09,2.18E-05,62.08,2.10E+08,3.26E+06,2.12E+08,1.43E-03,50.19,2.02E+08
3.75E-07,1.80E-06,4.00E-07,1,20,14.4,90,360,10,6.63E-09,8.52E-09,1.95E-05,55.78,1.95E+08,2.96E+06,1.96E+08,1.43E-03,50.55,1.84E+08
3.75E-07,1.80E-06,4.50E-07,1,20,14.4,90,404,10,6.71E-09,8.54E-09,1.79E-05,50.15,1.78E+08,2.69E+06,1.80E+08,1.43E-03,50.87,1.74E+08
3.75E-07,1.90E-06,3.00E-07,1,20,15.2,95,270,10,6.29E-09,8.48E-09,2.51E-05,68.3,2.32E+08,3.78E+06,2.35E+08,1.50E-03,49.68,2.24E+08
3.75E-07,1.90E-06,3.50E-07,1,20,15.2,95,315,10,6.39E-09,8.44E-09,2.18E-05,61.9,2.14E+08,3.41E+06,2.16E+08,1.50E-03,50.09,2.08E+08
3.75E-07,1.90E-06,4.00E-07,1,20,15.2,95,360,10,6.48E-09,8.43E-09,1.96E-05,55.88,1.99E+08,3.08E+06,1.99E+08,1.50E-03,50.46,2.02E+08
3.75E-07,1.90E-06,4.50E-07,1,20,15.2,95,404,10,6.56E-09,8.44E-09,1.80E-05,50.27,1.83E+08,2.81E+06,1.85E+08,1.50E-03,50.78,1.89E+08
3.75E-07,2.00E-06,2.00E-07,2,20,16,100,180,10,8.01E-09,1.02E-08,3.68E-05,78.77,1.58E+08,2.68E+06,1.58E+08,7.83E-04,49.79,1.27E+08
3.75E-07,2.00E-06,2.50E-07,2,20,16,100,225,10,8.21E-09,1.00E-08,2.92E-05,73.75,1.50E+08,2.41E+06,1.52E+08,7.83E-04,50.41,1.25E+08
3.75E-07,2.00E-06,3.00E-07,2,20,16,100,270,10,8.40E-09,1.00E-08,2.44E-05,68.72,1.43E+08,2.19E+06,1.45E+08,7.83E-04,50.87,1.18E+08
3.75E-07,2.00E-06,3.50E-07,2,20,16,100,315,10,8.59E-09,1.00E-08,2.12E-05,63,1.34E+08,1.98E+06,1.36E+08,7.83E-04,51.26,1.12E+08
3.75E-07,2.00E-06,4.00E-07,2,20,16,100,360,10,8.75E-09,1.01E-08,1.90E-05,57.38,1.24E+08,1.80E+06,1.25E+08,7.83E-04,51.6,1.07E+08
3.75E-07,2.00E-06,4.50E-07,2,20,16,100,404,10,8.90E-09,1.01E-08,1.74E-05,51.97,1.15E+08,1.63E+06,1.16E+08,7.83E-04,51.9,1.01E+08
3.75E-07,2.10E-06,2.00E-07,2,20,16.8,105,180,10,7.84E-09,1.00E-08,3.68E-05,78.97,1.64E+08,2.79E+06,1.66E+08,8.18E-04,49.73,1.34E+08
3.75E-07,2.10E-06,2.50E-07,2,20,16.8,105,225,10,8.02E-09,9.88E-09,2.93E-05,73.86,1.57E+08,2.50E+06,1.57E+08,8.18E-04,50.35,1.28E+08
3.75E-07,2.10E-06,3.00E-07,2,20,16.8,105,270,10,8.21E-09,9.85E-09,2.45E-05,68.2,1.47E+08,2.28E+06,1.49E+08,8.18E-04,50.82,1.22E+08
3.75E-07,2.10E-06,3.50E-07,2,20,16.8,105,315,10,8.39E-09,9.87E-09,2.12E-05,62.67,1.39E+08,2.06E+06,1.40E+08,8.18E-04,51.2,1.18E+08
3.75E-07,2.10E-06,4.00E-07,2,20,16.8,105,360,10,8.54E-09,9.91E-09,1.91E-05,57.12,1.29E+08,1.87E+06,1.29E+08,8.18E-04,51.54,1.12E+08
3.75E-07,2.10E-06,4.50E-07,2,20,16.8,105,404,10,8.68E-09,9.96E-09,1.74E-05,51.68,1.19E+08,1.70E+06,1.20E+08,8.18E-04,51.85,1.06E+08
3.75E-07,2.20E-06,2.00E-07,2,20,17.6,110,180,10,7.68E-09,9.91E-09,3.69E-05,79.14,1.71E+08,2.90E+06,1.73E+08,8.54E-04,49.67,1.40E+08
3.75E-07,2.20E-06,2.50E-07,2,20,17.6,110,225,10,7.86E-09,9.75E-09,2.93E-05,73.97,1.63E+08,2.61E+06,1.64E+08,8.54E-04,50.3,1.37E+08
3.75E-07,2.20E-06,3.00E-07,2,20,17.6,110,270,10,8.04E-09,9.71E-09,2.45E-05,68.2,1.53E+08,2.36E+06,1.54E+08,8.54E-04,50.76,1.30E+08
3.75E-07,2.20E-06,3.50E-07,2,20,17.6,110,315,10,8.21E-09,9.73E-09,2.13E-05,62.51,1.44E+08,2.14E+06,1.46E+08,8.54E-04,51.15,1.23E+08
3.75E-07,2.20E-06,4.00E-07,2,20,17.6,110,360,10,8.35E-09,9.77E-09,1.91E-05,56.76,1.34E+08,1.94E+06,1.35E+08,8.54E-04,51.49,1.12E+08
3.75E-07,2.20E-06,4.50E-07,2,20,17.6,110,404,10,8.48E-09,9.82E-09,1.75E-05,51.46,1.23E+08,1.77E+06,1.23E+08,8.54E-04,51.8,1.11E+08
3.75E-07,2.30E-06,2.00E-07,2,20,18.4,115,180,10,7.56E-09,9.83E-09,3.69E-05,79.43,1.75E+08,2.98E+06,1.78E+08,8.88E-04,49.62,1.45E+08
3.75E-07,2.30E-06,2.50E-07,2,20,18.4,115,225,10,7.74E-09,9.66E-09,2.93E-05,73.13,1.65E+08,2.69E+06,1.67E+08,8.88E-04,50.25,1.39E+08
3.75E-07,2.30E-06,3.00E-07,2,20,18.4,115,270,10,7.91E-09,9.62E-09,2.45E-05,68.34,1.58E+08,2.42E+06,1.58E+08,8.88E-04,50.72,1.35E+08
3.75E-07,2.30E-06,3.50E-07,2,20,18.4,115,315,10,8.08E-09,9.64E-09,2.13E-05,62.37,1.47E+08,2.20E+06,1.49E+08,8.88E-04,51.1,1.26E+08
3.75E-07,2.30E-06,4.00E-07,2,20,18.4,115,360,10,8.22E-09,9.67E-09,1.91E-05,56.77,1.37E+08,1.99E+06,1.38E+08,8.88E-04,51.45,1.16E+08
3.75E-07,2.30E-06,4.50E-07,2,20,18.4,115,404,10,8.34E-09,9.71E-09,1.75E-05,51.49,1.26E+08,1.82E+06,1.26E+08,8.88E-04,51.75,1.16E+08
3.75E-07,2.40E-06,2.00E-07,2,20,19.2,120,180,10,7.42E-09,9.73E-09,3.69E-05,79.65,1.82E+08,3.08E+06,1.84E+08,9.24E-04,49.56,1.51E+08
3.75E-07,2.40E-06,2.50E-07,2,20,19.2,120,225,10,7.59E-09,9.55E-09,2.94E-05,73.24,1.71E+08,2.79E+06,1.73E+08,9.24E-04,50.19,1.45E+08
3.75E-07,2.40E-06,3.00E-07,2,20,19.2,120,270,10,7.76E-09,9.51E-09,2.46E-05,67.76,1.62E+08,2.51E+06,1.62E+08,9.24E-04,50.66,1.40E+08
3.75E-07,2.40E-06,3.50E-07,2,20,19.2,120,315,10,7.92E-09,9.52E-09,2.13E-05,62.22,1.52E+08,2.28E+06,1.53E+08,9.24E-04,51.05,1.31E+08
3.75E-07,2.40E-06,4.00E-07,2,20,19.2,120,360,10,8.05E-09,9.54E-09,1.91E-05,56.43,1.42E+08,2.06E+06,1.44E+08,9.24E-04,51.4,1.22E+08
3.75E-07,2.40E-06,4.50E-07,2,20,19.2,120,404,10,8.17E-09,9.58E-09,1.75E-05,51,1.30E+08,1.88E+06,1.31E+08,9.24E-04,51.7,1.22E+08
3.75E-07,2.50E-06,2.00E-07,2,20,20,125,180,10,7.29E-09,9.63E-09,3.70E-05,77.96,1.85E+08,3.19E+06,1.87E+08,9.59E-04,49.5,1.59E+08
3.75E-07,2.50E-06,2.50E-07,2,20,20,125,225,10,7.45E-09,9.45E-09,2.94E-05,73.32,1.77E+08,2.88E+06,1.79E+08,9.59E-04,50.13,1.52E+08
3.75E-07,2.50E-06,3.00E-07,2,20,20,125,270,10,7.62E-09,9.40E-09,2.46E-05,67.75,1.67E+08,2.60E+06,1.69E+08,9.59E-04,50.61,1.46E+08
3.75E-07,2.50E-06,3.50E-07,2,20,20,125,315,10,7.77E-09,9.40E-09,2.14E-05,61.91,1.56E+08,2.36E+06,1.56E+08,9.59E-04,51,1.37E+08
3.75E-07,2.50E-06,4.00E-07,2,20,20,125,360,10,7.89E-09,9.43E-09,1.92E-05,56.29,1.45E+08,2.13E+06,1.47E+08,9.59E-04,51.35,1.27E+08
3.75E-07,2.50E-06,4.50E-07,2,20,20,125,404,10,8.01E-09,9.47E-09,1.76E-05,50.9,1.34E+08,1.93E+06,1.35E+08,9.59E-04,51.66,1.27E+08
3.75E-07,2.60E-06,2.00E-07,2,20,20.8,130,180,10,7.17E-09,9.55E-09,3.70E-05,78.12,1.91E+08,3.31E+06,1.92E+08,9.94E-04,49.44,1.64E+08
3.75E-07,2.60E-06,2.50E-07,2,20,20.8,130,225,10,7.32E-09,9.36E-09,2.95E-05,73.41,1.83E+08,2.97E+06,1.85E+08,9.94E-04,50.08,1.59E+08
3.75E-07,2.60E-06,3.00E-07,2,20,20.8,130,270,10,7.48E-09,9.30E-09,2.46E-05,67.76,1.73E+08,2.69E+06,1.75E+08,9.94E-04,50.55,1.51E+08
3.75E-07,2.60E-06,3.50E-07,2,20,20.8,130,315,10,7.63E-09,9.30E-09,2.14E-05,61.78,1.61E+08,2.43E+06,1.62E+08,9.94E-04,50.95,1.38E+08
3.75E-07,2.60E-06,4.00E-07,2,20,20.8,130,360,10,7.75E-09,9.32E-09,1.92E-05,55.97,1.50E+08,2.20E+06,1.51E+08,9.94E-04,51.3,1.37E+08
3.75E-07,2.60E-06,4.50E-07,2,20,20.8,130,404,10,7.86E-09,9.36E-09,1.76E-05,50.83,1.37E+08,1.99E+06,1.38E+08,9.94E-04,51.61,1.31E+08
3.75E-07,2.70E-06,2.00E-07,2,20,21.6,135,180,10,7.05E-09,9.47E-09,3.70E-05,78.23,1.96E+08,3.42E+06,1.97E+08,1.03E-03,49.38,1.69E+08
3.75E-07,2.70E-06,2.50E-07,2,20,21.6,135,225,10,7.20E-09,9.27E-09,2.95E-05,73.52,1.88E+08,3.06E+06,1.90E+08,1.03E-03,50.02,1.63E+08
3.75E-07,2.70E-06,3.00E-07,2,20,21.6,135,270,10,7.36E-09,9.21E-09,2.47E-05,67.75,1.78E+08,2.77E+06,1.80E+08,1.03E-03,50.5,1.56E+08
3.75E-07,2.70E-06,3.50E-07,2,20,21.6,135,315,10,7.50E-09,9.21E-09,2.14E-05,61.64,1.66E+08,2.49E+06,1.68E+08,1.03E-03,50.9,1.45E+08
3.75E-07,2.70E-06,4.00E-07,2,20,21.6,135,360,10,7.62E-09,9.22E-09,1.92E-05,55.89,1.53E+08,2.27E+06,1.54E+08,1.03E-03,51.25,1.43E+08
3.75E-07,2.70E-06,4.50E-07,2,20,21.6,135,404,10,7.72E-09,9.26E-09,1.76E-05,50.41,1.41E+08,2.06E+06,1.43E+08,1.03E-03,51.56,1.30E+08
3.75E-07,2.80E-06,2.00E-07,2,20,22.4,140,180,10,6.97E-09,9.41E-09,3.71E-05,78.45,2.01E+08,3.50E+06,2.01E+08,1.06E-03,49.33,1.74E+08
3.75E-07,2.80E-06,2.50E-07,2,20,22.4,140,225,10,7.12E-09,9.21E-09,2.95E-05,73.69,1.93E+08,3.13E+06,1.94E+08,1.06E-03,49.97,1.68E+08
3.75E-07,2.80E-06,3.00E-07,2,20,22.4,140,270,10,7.26E-09,9.14E-09,2.47E-05,67.23,1.80E+08,2.84E+06,1.82E+08,1.06E-03,50.46,1.65E+08
3.75E-07,2.80E-06,3.50E-07,2,20,22.4,140,315,10,7.40E-09,9.14E-09,2.15E-05,61.49,1.68E+08,2.56E+06,1.70E+08,1.06E-03,50.85,1.57E+08
